file,noise,snr,PESQ,PermEn,D2,RR,tau,m,CSI
4507-16021-0026.flac,mackey_glass,0,1.1683,0.9077,1.8944,0.1305,12,4,0.2785
4507-16021-0026.flac,mackey_glass,5,1.3216,0.9172,1.443,0.2219,10,4,0.2907
4507-16021-0026.flac,mackey_glass,10,1.5784,0.9259,1.2872,0.374,10,4,0.3
4507-16021-0026.flac,duffing,-10,1.0294,0.9584,1.48,0.1463,32,3,0.3294
4507-16021-0026.flac,duffing,-5,1.0523,0.8944,1.6303,0.1641,15,4,0.3711
4507-16021-0026.flac,duffing,0,1.1707,0.9527,1.6649,0.1938,14,4,0.3051
4507-16021-0026.flac,duffing,5,1.4356,0.9784,1.4368,0.2363,14,4,0.2963
4507-16021-0026.flac,duffing,10,1.8771,0.9877,0.8713,0.3325,13,4,0.321
672-122797-0008.flac,logistic,-10,1.0494,0.9718,4.523,0.0003,4,8,0.1582
672-122797-0008.flac,logistic,-5,1.0489,0.9625,0.3811,0.0002,4,8,0.2934
672-122797-0008.flac,logistic,0,1.0532,0.9415,2.9154,0.001,4,6,0.1859
672-122797-0008.flac,logistic,5,1.0795,0.9264,2.6027,0.0006,11,6,0.2071
672-122797-0008.flac,logistic,10,1.1963,0.9562,2.5753,0.0087,4,4,0.2176
672-122797-0008.flac,skew_tent,-10,1.0536,0.9771,4.6218,0.0004,5,8,0.1566
672-122797-0008.flac,skew_tent,-5,1.0527,0.9634,4.7457,0.0001,4,8,0.1554
672-122797-0008.flac,skew_tent,0,1.0571,0.9415,3.3208,0.0011,4,6,0.18
672-122797-0008.flac,skew_tent,5,1.0831,0.9694,2.7104,0.0074,4,4,0.1928
672-122797-0008.flac,skew_tent,10,1.194,0.9535,2.5711,0.0024,13,5,0.2141
672-122797-0008.flac,henon,-10,1.0687,0.9516,3.7348,0.0006,3,8,0.1701
672-122797-0008.flac,henon,-5,1.0631,0.9613,4.5274,0.0002,3,8,0.1579
672-122797-0008.flac,henon,0,1.0658,0.9816,2.972,0.0025,3,5,0.1751
672-122797-0008.flac,henon,5,1.0974,0.9196,2.6013,0.0009,11,6,0.2075
672-122797-0008.flac,henon,10,1.2218,0.907,2.4543,0.0015,12,6,0.2292
672-122797-0008.flac,bernoulli,-10,4.5249,0.9703,1.786,0.1286,11,4,0.2581
672-122797-0008.flac,bernoulli,-5,4.5471,0.9703,2.1558,0.041,11,4,0.247
672-122797-0008.flac,bernoulli,0,4.5695,0.9703,2.3122,0.0173,11,4,0.243
672-122797-0008.flac,bernoulli,5,4.583,0.9703,2.3419,0.0101,11,4,0.2423
672-122797-0008.flac,bernoulli,10,4.587,0.9703,2.3397,0.0076,11,4,0.2423
672-122797-0008.flac,ikeda,-10,1.0605,0.9644,4.1815,0.0004,3,8,0.1465
672-122797-0008.flac,ikeda,-5,1.0564,0.9628,4.8994,0.0002,4,8,0.1443
672-122797-0008.flac,ikeda,0,1.0588,0.9714,2.9676,0.0022,4,5,0.1729
672-122797-0008.flac,ikeda,5,1.0873,0.9706,2.7057,0.0076,4,4,0.1926
672-122797-0008.flac,ikeda,10,1.2003,0.954,2.5831,0.0023,11,5,0.2172
672-122797-0008.flac,lorenz,-10,1.0618,0.9652,2.7251,0.0152,19,5,0.2409
672-122797-0008.flac,lorenz,-5,1.1155,0.9795,2.6297,0.0127,15,4,0.2342
672-122797-0008.flac,lorenz,0,1.222,0.9643,2.623,0.0022,19,5,0.2368
672-122797-0008.flac,lorenz,5,1.4168,0.949,2.5233,0.0029,12,5,0.243
672-122797-0008.flac,lorenz,10,1.8129,0.9484,2.4407,0.0035,11,5,0.2453
672-122797-0008.flac,rossler,-10,1.0695,0.9519,2.4624,0.0278,15,4,0.2491
672-122797-0008.flac,rossler,-5,1.1103,0.958,2.6971,0.0051,18,5,0.2388
672-122797-0008.flac,rossler,0,1.2236,0.8965,2.4971,0.0028,12,6,0.2572
672-122797-0008.flac,rossler,5,1.426,0.941,2.5217,0.0026,14,5,0.2447
672-122797-0008.flac,rossler,10,1.7395,0.9384,2.4398,0.0031,13,5,0.2474
672-122797-0008.flac,chen,-10,1.0998,0.9703,2.9477,0.0063,12,5,0.2263
672-122797-0008.flac,chen,-5,1.139,0.9511,1.7205,0.0005,12,8,0.2584
672-122797-0008.flac,chen,0,1.1642,0.9259,1.9483,0.0009,13,7,0.2598
672-122797-0008.flac,chen,5,1.2714,0.9316,2.4222,0.0162,4,4,0.2488
672-122797-0008.flac,chen,10,1.5185,0.9484,2.4477,0.0027,13,5,0.2451
672-122797-0008.flac,mackey_glass,-10,1.1289,0.9661,2.6122,0.0233,12,4,0.2311
672-122797-0008.flac,mackey_glass,-5,1.1486,0.9318,2.6924,0.0014,11,7,0.2371
672-122797-0008.flac,mackey_glass,0,1.2042,0.9339,2.5759,0.0016,11,6,0.2421
672-122797-0008.flac,mackey_glass,5,1.3291,0.9593,2.5321,0.0027,13,5,0.2385
672-122797-0008.flac,mackey_glass,10,1.5657,0.9354,2.4388,0.0095,4,4,0.2476
672-122797-0008.flac,duffing,-10,1.0582,0.9639,2.7032,0.0106,17,5,0.2419
672-122797-0008.flac,duffing,-5,1.1025,0.9538,2.713,0.0061,14,5,0.2389
672-122797-0008.flac,duffing,0,1.2014,0.895,2.3248,0.0013,13,7,0.2606
672-122797-0008.flac,duffing,5,1.4803,0.8853,2.3659,0.0017,13,6,0.2627
672-122797-0008.flac,duffing,10,1.952,0.9438,2.4325,0.0031,12,5,0.2469
2094-142345-0010.flac,logistic,-10,1.028,0.9804,3.3222,0.0012,6,8,0.2005
2094-142345-0010.flac,logistic,-5,1.0276,0.9804,3.3778,0.0017,5,8,0.1946
2094-142345-0010.flac,logistic,0,1.0299,0.9731,3.4585,0.0039,8,8,0.1902
2094-142345-0010.flac,logistic,5,1.0396,0.9758,3.412,0.0209,7,8,0.1863
2094-142345-0010.flac,logistic,10,1.083,0.9704,3.2295,0.1625,7,8,0.1928
2094-142345-0010.flac,skew_tent,-10,1.031,0.9797,3.8682,0.001,9,8,0.2085
2094-142345-0010.flac,skew_tent,-5,1.0307,0.9809,3.3886,0.0015,7,8,0.207
2094-142345-0010.flac,skew_tent,0,1.0334,0.9777,3.4747,0.0036,8,8,0.1983
2094-142345-0010.flac,skew_tent,5,1.0445,0.97,3.4331,0.0248,5,8,0.196
2094-142345-0010.flac,skew_tent,10,1.0871,0.9729,2.9765,0.1271,12,8,0.2023
2094-142345-0010.flac,henon,-10,1.0378,0.9707,3.4822,0.0015,9,8,0.2129
2094-142345-0010.flac,henon,-5,1.035,0.9733,3.5267,0.0022,9,8,0.2031
2094-142345-0010.flac,henon,0,1.0371,0.9737,3.4434,0.0042,9,8,0.1967
2094-142345-0010.flac,henon,5,1.0481,0.9769,3.4108,0.0226,11,8,0.1919
2094-142345-0010.flac,henon,10,1.0938,0.9763,2.9655,0.1531,12,8,0.2005
2094-142345-0010.flac,bernoulli,-10,4.521,0.9837,0.0032,0.9013,8,4,0.474
2094-142345-0010.flac,bernoulli,-5,4.5541,0.9837,0.6142,0.6797,8,4,0.3788
2094-142345-0010.flac,bernoulli,0,4.5792,0.9837,0.5861,0.4698,8,4,0.3807
2094-142345-0010.flac,bernoulli,5,4.5957,0.9837,0.6527,0.4336,8,4,0.3742
2094-142345-0010.flac,bernoulli,10,4.6141,0.9837,0.6813,0.3826,8,4,0.3714
2094-142345-0010.flac,ikeda,-10,1.0336,0.9802,3.6819,0.0009,11,8,0.1687
2094-142345-0010.flac,ikeda,-5,1.0314,0.9805,3.5547,0.0016,7,8,0.1645
2094-142345-0010.flac,ikeda,0,1.0325,0.978,3.4714,0.0045,6,8,0.1635
2094-142345-0010.flac,ikeda,5,1.0433,0.9761,3.4302,0.0268,8,8,0.1663
2094-142345-0010.flac,ikeda,10,1.0818,0.9653,2.9694,0.147,7,8,0.1851
2094-142345-0010.flac,lorenz,-10,1.031,0.9254,1.3478,0.2018,14,3,0.3287
2094-142345-0010.flac,lorenz,-5,1.0553,0.9365,1.7788,0.1076,16,4,0.2981
2094-142345-0010.flac,lorenz,0,1.1278,0.951,1.8258,0.1069,19,4,0.2895
2094-142345-0010.flac,lorenz,5,1.3124,0.9615,1.6979,0.1431,19,4,0.2958
2094-142345-0010.flac,lorenz,10,1.6985,0.959,1.6136,0.193,19,5,0.3083
2094-142345-0010.flac,rossler,-10,1.0349,0.8996,1.5341,0.1578,26,3,0.3687
2094-142345-0010.flac,rossler,-5,1.0568,0.8676,1.9531,0.0953,23,4,0.3364
2094-142345-0010.flac,rossler,0,1.1228,0.8924,1.9583,0.0971,23,4,0.3259
2094-142345-0010.flac,rossler,5,1.2803,0.9175,1.7701,0.1446,20,4,0.3057
2094-142345-0010.flac,rossler,10,1.5767,0.9066,1.5946,0.209,17,5,0.3234
2094-142345-0010.flac,chen,-10,1.0467,0.8844,2.0996,0.0644,11,4,0.2978
2094-142345-0010.flac,chen,-5,1.0548,0.9157,2.1503,0.0652,11,4,0.2714
2094-142345-0010.flac,chen,0,1.0889,0.9383,2.0504,0.081,10,4,0.268
2094-142345-0010.flac,chen,5,1.1881,0.9589,2.225,0.0934,14,5,0.2622
2094-142345-0010.flac,chen,10,1.4286,0.9666,1.9151,0.2051,14,5,0.2804
2094-142345-0010.flac,mackey_glass,-10,1.0588,0.9529,1.56,0.1311,12,3,0.2829
2094-142345-0010.flac,mackey_glass,-5,1.0741,0.8638,1.9807,0.0819,12,4,0.3068
2094-142345-0010.flac,mackey_glass,0,1.1208,0.9161,1.9627,0.0932,12,4,0.2746
2094-142345-0010.flac,mackey_glass,5,1.2465,0.9167,2.0141,0.1061,12,5,0.2774
2094-142345-0010.flac,mackey_glass,10,1.5071,0.9534,1.6965,0.2222,14,5,0.2875
2094-142345-0010.flac,duffing,-10,1.0311,0.9326,1.4072,0.1698,20,3,0.3321
2094-142345-0010.flac,duffing,-5,1.058,0.9478,1.4165,0.1754,14,3,0.3184
2094-142345-0010.flac,duffing,0,1.1424,0.9507,1.8106,0.1074,18,4,0.2978
2094-142345-0010.flac,duffing,5,1.3952,0.9627,1.7083,0.1694,19,4,0.3003
2094-142345-0010.flac,duffing,10,1.8362,0.95,1.4701,0.2516,17,5,0.3191
121-123859-0002.flac,logistic,-10,1.0238,0.9797,3.296,0.0012,5,8,0.1987
121-123859-0002.flac,logistic,-5,1.0262,0.9805,3.3904,0.0019,5,8,0.1856
121-123859-0002.flac,logistic,0,1.0343,0.9811,3.5031,0.0043,4,8,0.1725
121-123859-0002.flac,logistic,5,1.0559,0.9742,3.5104,0.0241,4,8,0.166
121-123859-0002.flac,logistic,10,1.1402,0.9585,3.2161,0.1135,4,8,0.173
121-123859-0002.flac,skew_tent,-10,1.0237,0.978,3.8706,0.0012,10,8,0.204
121-123859-0002.flac,skew_tent,-5,1.027,0.98,3.416,0.0016,9,8,0.1932
121-123859-0002.flac,skew_tent,0,1.0365,0.9784,3.5161,0.0051,7,8,0.1772
121-123859-0002.flac,skew_tent,5,1.0587,0.9745,3.4901,0.0264,3,8,0.1681
121-123859-0002.flac,skew_tent,10,1.1413,0.9668,3.1433,0.1297,3,8,0.1727
121-123859-0002.flac,henon,-10,1.0295,0.9748,3.3386,0.0017,13,8,0.2092
121-123859-0002.flac,henon,-5,1.0321,0.9738,3.4023,0.0025,9,8,0.1921
121-123859-0002.flac,henon,0,1.0419,0.9587,3.4814,0.0051,5,8,0.1799
121-123859-0002.flac,henon,5,1.0671,0.9358,3.5397,0.0257,3,8,0.1763
121-123859-0002.flac,henon,10,1.1575,0.9471,3.1502,0.1212,3,8,0.177
121-123859-0002.flac,bernoulli,-10,4.6031,0.9141,0,0.9986,4,4,0.4541
121-123859-0002.flac,bernoulli,-5,4.5993,0.9276,0.0029,0.8669,19,5,0.4443
121-123859-0002.flac,bernoulli,0,4.6358,0.9276,0.1469,0.536,19,5,0.407
121-123859-0002.flac,bernoulli,5,4.6439,0.9276,2.3079,0.3294,19,5,0.2608
121-123859-0002.flac,bernoulli,10,4.6439,0.9276,2.0886,0.2582,19,5,0.2649
121-123859-0002.flac,ikeda,-10,1.0283,0.9807,3.6883,0.001,8,8,0.1659
121-123859-0002.flac,ikeda,-5,1.0306,0.9791,3.5731,0.0016,7,8,0.1582
121-123859-0002.flac,ikeda,0,1.04,0.9733,3.5054,0.005,4,8,0.1536
121-123859-0002.flac,ikeda,5,1.0684,0.9724,3.4959,0.0258,4,8,0.1519
121-123859-0002.flac,ikeda,10,1.1651,0.9605,3.1705,0.1084,4,8,0.1633
121-123859-0002.flac,lorenz,-10,1.0371,0.9405,1.1823,0.2575,17,3,0.3365
121-123859-0002.flac,lorenz,-5,1.0666,0.9608,1.31,0.2348,18,3,0.3127
121-123859-0002.flac,lorenz,0,1.1446,0.9694,1.9112,0.1622,21,4,0.2761
121-123859-0002.flac,lorenz,5,1.299,0.9466,1.7848,0.1719,17,4,0.2785
121-123859-0002.flac,lorenz,10,1.5824,0.891,1.0621,0.4101,4,4,0.419
121-123859-0002.flac,rossler,-10,1.0295,0.9363,1.3829,0.1563,31,3,0.3294
121-123859-0002.flac,rossler,-5,1.049,0.9386,1.5478,0.1512,30,3,0.3072
121-123859-0002.flac,rossler,0,1.1211,0.8462,1.3836,0.3263,4,4,0.4018
121-123859-0002.flac,rossler,5,1.3273,0.8758,1.0123,0.3734,4,4,0.4155
121-123859-0002.flac,rossler,10,1.7195,0.8947,1.468,0.4237,4,4,0.3948
121-123859-0002.flac,chen,-10,1.0576,0.8734,2.0754,0.0717,11,4,0.3004
121-123859-0002.flac,chen,-5,1.0561,0.9026,2.2058,0.0743,12,4,0.2684
121-123859-0002.flac,chen,0,1.0834,0.9567,2.2387,0.0919,14,4,0.2484
121-123859-0002.flac,chen,5,1.1732,0.9806,2.4518,0.1128,18,5,0.2364
121-123859-0002.flac,chen,10,1.3605,0.963,2.7406,0.1949,15,5,0.2347
121-123859-0002.flac,mackey_glass,-10,1.0534,0.9352,1.5221,0.1467,11,3,0.2887
121-123859-0002.flac,mackey_glass,-5,1.0683,0.943,1.59,0.1473,11,3,0.2763
121-123859-0002.flac,mackey_glass,0,1.1162,0.8973,2.0841,0.1091,13,4,0.2898
121-123859-0002.flac,mackey_glass,5,1.2213,0.9057,2.2604,0.1142,12,5,0.2543
121-123859-0002.flac,mackey_glass,10,1.4233,0.9215,2.7662,0.0916,14,7,0.239
121-123859-0002.flac,duffing,-10,1.0307,0.8633,1.6476,0.1504,19,4,0.3732
121-123859-0002.flac,duffing,-5,1.0591,0.9017,1.8558,0.1384,20,4,0.3089
121-123859-0002.flac,duffing,0,1.1745,0.9431,1.8621,0.1304,21,4,0.2821
121-123859-0002.flac,duffing,5,1.427,0.8839,1.0929,0.3354,4,4,0.4003
121-123859-0002.flac,duffing,10,1.7978,0.9076,1.2149,0.41,4,4,0.3068
4970-29093-0006.flac,logistic,-10,1.0335,0.9797,3.6468,0.001,6,8,0.189
4970-29093-0006.flac,logistic,-5,1.0411,0.9787,3.326,0.0009,5,8,0.187
4970-29093-0006.flac,logistic,0,1.0584,0.9748,3.3754,0.0023,5,8,0.1841
4970-29093-0006.flac,logistic,5,1.0902,0.9643,3.3647,0.01,5,8,0.1868
4970-29093-0006.flac,logistic,10,1.1914,0.9766,2.2245,0.1324,5,5,0.2118
4970-29093-0006.flac,skew_tent,-10,1.0371,0.9801,3.1755,0.0007,7,8,0.2028
4970-29093-0006.flac,skew_tent,-5,1.0504,0.9783,3.6906,0.001,5,8,0.1896
4970-29093-0006.flac,skew_tent,0,1.0703,0.9775,3.4006,0.0024,5,8,0.19
4970-29093-0006.flac,skew_tent,5,1.1033,0.9671,3.3888,0.0122,5,8,0.1937
4970-29093-0006.flac,skew_tent,10,1.2104,0.9488,2.256,0.1345,6,5,0.2249
4970-29093-0006.flac,henon,-10,1.0496,0.9777,3.3229,0.0013,8,8,0.1983
4970-29093-0006.flac,henon,-5,1.0592,0.9781,3.2858,0.0013,11,8,0.1916
4970-29093-0006.flac,henon,0,1.0752,0.9704,3.3703,0.0031,5,8,0.1887
4970-29093-0006.flac,henon,5,1.1029,0.9408,3.229,0.0152,3,8,0.1996
4970-29093-0006.flac,henon,10,1.2053,0.9915,1.7213,0.1726,3,4,0.2252
4970-29093-0006.flac,bernoulli,-10,4.5812,0.8825,0.0511,0.759,5,4,0.6649
4970-29093-0006.flac,bernoulli,-5,4.5638,0.8825,0.6363,0.4596,5,4,0.505
4970-29093-0006.flac,bernoulli,0,4.6281,0.8825,0.8391,0.3248,5,4,0.4544
4970-29093-0006.flac,bernoulli,5,4.6401,0.8825,0.9117,0.2776,5,4,0.4375
4970-29093-0006.flac,bernoulli,10,4.6439,0.8825,0.9384,0.2907,5,4,0.439
4970-29093-0006.flac,ikeda,-10,1.0462,0.9726,3.1753,0.0007,6,8,0.1686
4970-29093-0006.flac,ikeda,-5,1.0547,0.9729,3.4845,0.001,5,8,0.161
4970-29093-0006.flac,ikeda,0,1.0721,0.9713,3.3741,0.002,5,8,0.162
4970-29093-0006.flac,ikeda,5,1.1083,0.9629,3.3726,0.0125,5,8,0.17
4970-29093-0006.flac,ikeda,10,1.2194,0.9714,2.2449,0.1267,5,5,0.2018
4970-29093-0006.flac,lorenz,-10,1.0413,0.9693,1.122,0.228,17,3,0.3302
4970-29093-0006.flac,lorenz,-5,1.0743,0.8562,1.1837,0.2233,5,4,0.4097
4970-29093-0006.flac,lorenz,0,1.1676,0.8603,1.1734,0.2071,5,4,0.4052
4970-29093-0006.flac,lorenz,5,1.373,0.8294,1.2346,0.2108,5,5,0.4113
4970-29093-0006.flac,lorenz,10,1.6908,0.8098,1.0759,0.2091,6,4,0.4284
4970-29093-0006.flac,rossler,-10,1.0337,0.8789,1.2393,0.1917,21,3,0.3975
4970-29093-0006.flac,rossler,-5,1.0544,0.8001,1.2069,0.2175,5,4,0.4202
4970-29093-0006.flac,rossler,0,1.1113,0.8218,1.2416,0.1986,5,4,0.4058
4970-29093-0006.flac,rossler,5,1.2889,0.7322,1.3803,0.1795,6,5,0.4177
4970-29093-0006.flac,rossler,10,1.6151,0.8545,1.0952,0.213,5,4,0.4119
4970-29093-0006.flac,chen,-10,1.0594,0.9142,2.1881,0.0578,11,4,0.2624
4970-29093-0006.flac,chen,-5,1.067,0.9214,2.2474,0.056,10,4,0.2573
4970-29093-0006.flac,chen,0,1.1173,0.8933,2.8296,0.0123,10,8,0.2574
4970-29093-0006.flac,chen,5,1.2447,0.899,2.6989,0.0237,10,8,0.2699
4970-29093-0006.flac,chen,10,1.4862,0.9339,1.9199,0.1444,10,5,0.2887
4970-29093-0006.flac,mackey_glass,-10,1.0694,0.9379,1.6456,0.1236,10,3,0.2727
4970-29093-0006.flac,mackey_glass,-5,1.1006,0.8913,2.0907,0.0725,10,4,0.2852
4970-29093-0006.flac,mackey_glass,0,1.1756,0.9293,2.1112,0.073,10,4,0.2615
4970-29093-0006.flac,mackey_glass,5,1.3306,0.8473,1.7927,0.1182,6,4,0.3272
4970-29093-0006.flac,mackey_glass,10,1.5769,0.8906,2.0703,0.0907,10,6,0.3148
4970-29093-0006.flac,duffing,-10,1.0359,0.7896,1.4064,0.208,5,4,0.4014
4970-29093-0006.flac,duffing,-5,1.0706,0.8225,1.5017,0.1666,5,4,0.3748
4970-29093-0006.flac,duffing,0,1.1985,0.8359,1.5049,0.1636,5,4,0.3693
4970-29093-0006.flac,duffing,5,1.4759,0.8468,1.4067,0.1744,5,4,0.376
4970-29093-0006.flac,duffing,10,1.8346,0.854,1.2428,0.2133,5,4,0.3972
5105-28241-0015.flac,logistic,-10,1.0311,0.9784,3.4698,0.0013,6,8,0.2068
5105-28241-0015.flac,logistic,-5,1.0338,0.9797,3.54,0.0019,7,8,0.1995
5105-28241-0015.flac,logistic,0,1.042,0.9797,3.4924,0.0051,7,8,0.1936
5105-28241-0015.flac,logistic,5,1.0683,0.977,3.4313,0.0281,7,8,0.1916
5105-28241-0015.flac,logistic,10,1.1588,0.974,4.3515,0.3225,7,8,0.183
5105-28241-0015.flac,skew_tent,-10,1.033,0.9793,3.677,0.0009,11,8,0.2145
5105-28241-0015.flac,skew_tent,-5,1.0374,0.9771,3.4134,0.0017,8,8,0.2105
5105-28241-0015.flac,skew_tent,0,1.0449,0.9778,3.5244,0.0052,9,8,0.2027
5105-28241-0015.flac,skew_tent,5,1.0703,0.975,3.4585,0.0405,8,8,0.1979
5105-28241-0015.flac,skew_tent,10,1.1503,0.9693,4.4163,0.2902,8,8,0.1889
5105-28241-0015.flac,henon,-10,1.0402,0.9758,3.8355,0.0016,10,8,0.2144
5105-28241-0015.flac,henon,-5,1.0417,0.9785,3.4054,0.0023,16,8,0.2102
5105-28241-0015.flac,henon,0,1.0499,0.9763,3.488,0.008,11,8,0.2008
5105-28241-0015.flac,henon,5,1.0803,0.975,3.3908,0.0451,11,8,0.1966
5105-28241-0015.flac,henon,10,1.1704,0.9722,4.4664,0.2685,10,8,0.1858
5105-28241-0015.flac,bernoulli,-10,4.5205,0.993,0.0003,0.9973,3,4,0.4685
5105-28241-0015.flac,bernoulli,-5,4.5375,0.993,0.0094,0.8976,3,4,0.4661
5105-28241-0015.flac,bernoulli,0,4.5628,0.993,0.4009,0.793,3,4,0.3967
5105-28241-0015.flac,bernoulli,5,4.5807,0.993,0.3508,0.7606,3,4,0.4032
5105-28241-0015.flac,bernoulli,10,4.5915,0.993,0.3423,0.7958,3,4,0.4045
5105-28241-0015.flac,ikeda,-10,1.0392,0.9798,3.3644,0.0012,8,8,0.1803
5105-28241-0015.flac,ikeda,-5,1.0402,0.9785,3.4316,0.0018,11,8,0.1733
5105-28241-0015.flac,ikeda,0,1.0471,0.978,3.533,0.0063,11,8,0.1668
5105-28241-0015.flac,ikeda,5,1.0775,0.9735,3.4101,0.0477,4,8,0.167
5105-28241-0015.flac,ikeda,10,1.16,0.9673,1.0188,0.3169,4,8,0.2404
5105-28241-0015.flac,lorenz,-10,1.0532,0.9372,1.1953,0.2303,16,3,0.335
5105-28241-0015.flac,lorenz,-5,1.1042,0.9474,1.3668,0.2537,16,3,0.3138
5105-28241-0015.flac,lorenz,0,1.2174,0.9222,1.2084,0.2704,13,3,0.3215
5105-28241-0015.flac,lorenz,5,1.4115,0.9013,1.2598,0.2927,13,4,0.3244
5105-28241-0015.flac,lorenz,10,1.7461,0.9397,0.7159,0.4737,12,4,0.3538
5105-28241-0015.flac,rossler,-10,1.0421,0.9147,1.4766,0.1598,26,3,0.3274
5105-28241-0015.flac,rossler,-5,1.0804,0.9252,1.5607,0.1569,32,3,0.3071
5105-28241-0015.flac,rossler,0,1.1628,0.9215,1.4986,0.1753,25,3,0.3004
5105-28241-0015.flac,rossler,5,1.3505,0.8757,1.0433,0.4114,3,4,0.4297
5105-28241-0015.flac,rossler,10,1.6816,0.9062,0.598,0.5571,3,4,0.3683
5105-28241-0015.flac,chen,-10,1.071,0.9236,1.6355,0.1205,11,3,0.285
5105-28241-0015.flac,chen,-5,1.0882,0.9268,1.6208,0.1277,11,3,0.2796
5105-28241-0015.flac,chen,0,1.1434,0.8944,1.8872,0.1066,11,4,0.2983
5105-28241-0015.flac,chen,5,1.296,0.9228,2.0021,0.1566,13,5,0.2618
5105-28241-0015.flac,chen,10,1.5945,0.901,0.6601,0.4091,11,5,0.3464
5105-28241-0015.flac,mackey_glass,-10,1.0964,0.9383,1.4739,0.1501,11,3,0.2882
5105-28241-0015.flac,mackey_glass,-5,1.1346,0.9407,1.4694,0.1586,11,3,0.2814
5105-28241-0015.flac,mackey_glass,0,1.2282,0.9486,1.3871,0.1985,11,3,0.2765
5105-28241-0015.flac,mackey_glass,5,1.407,0.8891,1.7547,0.2429,12,4,0.334
5105-28241-0015.flac,mackey_glass,10,1.7098,0.8943,1.8863,0.4067,12,5,0.3733
5105-28241-0015.flac,duffing,-10,1.0485,0.8925,1.6825,0.1371,20,4,0.36
5105-28241-0015.flac,duffing,-5,1.0922,0.8971,1.6759,0.1524,18,4,0.3508
5105-28241-0015.flac,duffing,0,1.2197,0.9393,1.6194,0.1752,20,4,0.2973
5105-28241-0015.flac,duffing,5,1.4792,0.8857,0.9299,0.4408,3,4,0.4483
5105-28241-0015.flac,duffing,10,1.8416,0.9133,0.6261,0.581,3,4,0.3698
3729-6852-0033.flac,logistic,-10,1.0297,0.977,3.3115,0.0012,6,8,0.216
3729-6852-0033.flac,logistic,-5,1.0335,0.9799,3.4005,0.0019,8,8,0.2121
3729-6852-0033.flac,logistic,0,1.0461,0.9791,3.4969,0.0071,7,8,0.207
3729-6852-0033.flac,logistic,5,1.076,0.9791,3.5256,0.0564,5,8,0.2007
3729-6852-0033.flac,logistic,10,1.1822,0.9811,0.2432,0.5946,7,8,0.34
3729-6852-0033.flac,skew_tent,-10,1.0313,0.9778,3.854,0.001,11,8,0.2223
3729-6852-0033.flac,skew_tent,-5,1.0376,0.9795,3.4201,0.002,8,8,0.2253
3729-6852-0033.flac,skew_tent,0,1.0537,0.9809,3.5397,0.0067,9,8,0.22
3729-6852-0033.flac,skew_tent,5,1.0876,0.9813,3.4401,0.0616,7,8,0.2146
3729-6852-0033.flac,skew_tent,10,1.1957,0.9802,0.1329,0.5104,7,8,0.3717
3729-6852-0033.flac,henon,-10,1.0449,0.978,3.3524,0.0015,14,8,0.2334
3729-6852-0033.flac,henon,-5,1.0495,0.978,3.4284,0.0029,14,8,0.2287
3729-6852-0033.flac,henon,0,1.0603,0.9772,3.4999,0.0112,15,8,0.2214
3729-6852-0033.flac,henon,5,1.0891,0.9786,3.3454,0.07,14,8,0.2135
3729-6852-0033.flac,henon,10,1.1881,0.9804,0.1242,0.5106,11,8,0.3685
3729-6852-0033.flac,bernoulli,-10,4.5265,0.988,0,1,8,5,0.4398
3729-6852-0033.flac,bernoulli,-5,4.5574,0.988,0,1,8,5,0.4398
3729-6852-0033.flac,bernoulli,0,4.5811,0.988,0,1,8,5,0.4398
3729-6852-0033.flac,bernoulli,5,4.5972,0.988,0,0.9991,8,5,0.4398
3729-6852-0033.flac,bernoulli,10,4.6156,0.988,0,0.998,8,5,0.4398
3729-6852-0033.flac,ikeda,-10,1.0363,0.9792,3.3718,0.0011,11,8,0.187
3729-6852-0033.flac,ikeda,-5,1.04,0.982,3.4587,0.0025,9,8,0.1828
3729-6852-0033.flac,ikeda,0,1.055,0.979,3.5502,0.0091,7,8,0.1775
3729-6852-0033.flac,ikeda,5,1.0908,0.9808,3.0133,0.0802,9,8,0.1774
3729-6852-0033.flac,ikeda,10,1.1975,0.9787,0.1158,0.5506,9,8,0.3344
3729-6852-0033.flac,lorenz,-10,1.0466,0.9196,1.0551,0.2838,16,3,0.367
3729-6852-0033.flac,lorenz,-5,1.0799,0.9243,1.0221,0.304,16,3,0.3661
3729-6852-0033.flac,lorenz,0,1.2122,0.9372,0.9305,0.3814,16,3,0.3649
3729-6852-0033.flac,lorenz,5,1.485,0.9397,0.6079,0.5167,15,3,0.3849
3729-6852-0033.flac,lorenz,10,1.8934,0.9154,0.0202,0.6806,18,4,0.4785
3729-6852-0033.flac,rossler,-10,1.0369,0.8656,1.1753,0.1787,27,3,0.4199
3729-6852-0033.flac,rossler,-5,1.0539,0.9308,1.1784,0.2059,36,3,0.3586
3729-6852-0033.flac,rossler,0,1.1427,0.939,1.1163,0.2658,36,3,0.3541
3729-6852-0033.flac,rossler,5,1.4169,0.9074,1.414,0.4941,29,3,0.3464
3729-6852-0033.flac,rossler,10,1.8964,0.9106,0.0094,0.8064,27,3,0.4873
3729-6852-0033.flac,chen,-10,1.0646,0.8974,1.5792,0.122,10,3,0.3277
3729-6852-0033.flac,chen,-5,1.082,0.8971,1.5249,0.1389,10,3,0.3334
3729-6852-0033.flac,chen,0,1.1414,0.902,1.3309,0.2088,10,3,0.3094
